Audiofilename,Starttime,Endtime
BUK5_20161101_002104a.wav,1356.5,1357.0
BUK5_20161101_002104a.wav,1358.0,1361.0
BUK5_20161101_002104a.wav,1362.0,1362.5
BUK5_20161101_002104a.wav,1363.5,1364.0
BUK5_20161101_002104a.wav,1364.5,1365.5
BUK5_20161101_002104a.wav,1369.5,1370.0
BUK5_20161101_002104a.wav,1371.0,1371.5
BUK5_20161101_002104a.wav,1372.0,1373.0
BUK5_20161101_002104a.wav,1374.0,1374.5
BUK5_20161101_002104a.wav,1375.5,1377.0
BUK5_20161101_002104a.wav,1377.5,1379.0
BUK5_20161101_002104a.wav,1380.0,1380.5
BUK5_20161101_002104a.wav,1382.5,1383.5
BUK5_20161101_002104a.wav,1384.0,1385.5
BUK5_20161101_002104a.wav,1389.0,1390.0
BUK5_20161101_002104a.wav,1391.5,1392.0
BUK5_20161101_002104a.wav,1392.5,1393.0
BUK5_20161101_002104a.wav,1395.0,1396.0
BUK5_20161101_002104a.wav,1397.5,1399.0
BUK5_20161101_002104a.wav,1400.0,1400.5
BUK5_20161101_002104a.wav,1401.0,1402.5
BUK5_20161101_002104a.wav,1403.0,1404.5
BUK5_20161101_002104a.wav,1405.0,1405.5
BUK5_20161101_002104a.wav,1408.0,1409.0
BUK5_20161101_002104a.wav,1410.5,1411.5
BUK5_20161101_002104a.wav,1412.0,1413.0
BUK5_20161101_002104a.wav,1414.0,1414.5
BUK5_20161101_002104a.wav,1415.5,1416.5
BUK5_20161101_002104a.wav,1417.0,1418.5
BUK5_20161101_002104a.wav,1420.5,1421.0
BUK5_20161101_002104a.wav,1421.5,1422.5
BUK5_20161101_002104a.wav,1423.0,1423.5
BUK5_20161101_002104a.wav,1424.0,1424.5
BUK5_20161101_002104a.wav,1425.0,1426.0
BUK5_20161101_002104a.wav,1427.5,1428.5
BUK5_20161101_002104a.wav,1429.0,1431.0
BUK5_20161101_002104a.wav,1432.0,1433.0
BUK5_20161101_002104a.wav,1433.5,1435.5
BUK5_20161101_002104a.wav,1436.0,1440.0
BUK5_20161101_002104a.wav,1440.5,1441.5
BUK5_20161101_002104a.wav,1442.0,1442.5
BUK5_20161101_002104a.wav,1443.5,1444.0
BUK5_20161101_002104a.wav,1445.0,1446.0
BUK5_20161101_002104a.wav,1447.0,1448.0
BUK5_20161101_002104a.wav,1448.5,1449.5
BUK5_20161101_002104a.wav,1451.0,1451.5
BUK5_20161101_002104a.wav,1452.0,1453.0
BUK5_20161101_002104a.wav,1455.5,1456.5
BUK5_20161101_002104a.wav,1457.0,1457.5
BUK5_20161101_002104a.wav,1458.5,1459.5
BUK5_20161101_002104a.wav,1460.0,1460.5
BUK5_20161101_002104a.wav,1461.0,1461.5
BUK5_20161101_002104a.wav,1462.5,1463.0
BUK5_20161101_002104a.wav,1466.5,1467.0
BUK5_20161101_002104a.wav,1468.0,1469.5
BUK5_20161101_002104a.wav,1470.5,1471.5
BUK5_20161101_002104a.wav,1472.0,1472.5
BUK5_20161101_002104a.wav,1473.0,1475.0
BUK5_20161101_002104a.wav,1475.5,1479.0
BUK5_20161101_002104a.wav,1479.5,1480.0
BUK5_20161101_002104a.wav,1480.5,1481.0
BUK5_20161101_002104a.wav,1482.5,1483.0
BUK5_20161101_002104a.wav,1484.5,1485.5
BUK5_20161101_002104a.wav,1486.0,1486.5
BUK5_20161101_002104a.wav,1489.0,1491.0
BUK5_20161101_002104a.wav,1492.0,1496.0
BUK5_20161101_002104a.wav,1497.0,1498.0
BUK5_20161101_002104a.wav,1499.0,1499.5
BUK5_20161101_002104a.wav,1501.0,1502.5
BUK5_20161101_002104a.wav,1504.0,1505.0
BUK5_20161101_002104a.wav,1507.0,1508.0
BUK5_20161101_002104a.wav,1509.0,1510.0
BUK5_20161101_002104a.wav,1511.5,1512.5
BUK5_20161101_002104a.wav,1513.5,1514.0
BUK5_20161101_002104a.wav,1515.5,1516.0
BUK5_20161101_002104a.wav,1517.5,1518.5
BUK5_20161101_002104a.wav,1519.0,1520.0
BUK5_20161101_002104a.wav,1520.5,1521.0
BUK5_20161101_002104a.wav,1522.0,1523.0
BUK5_20161101_002104a.wav,1523.5,1524.0
BUK5_20161101_002104a.wav,1525.5,1526.0
BUK5_20161101_002104a.wav,1526.5,1527.5
BUK5_20161101_002104a.wav,1529.0,1529.5
BUK5_20161101_002104a.wav,1530.0,1530.5
BUK5_20161101_002104a.wav,1532.0,1533.0
BUK5_20161101_002104a.wav,1533.5,1534.0
BUK5_20161101_002104a.wav,1535.0,1535.5
BUK5_20161101_002104a.wav,1536.0,1536.5
BUK5_20161101_002104a.wav,1537.0,1538.0
BUK5_20161101_002104a.wav,1538.5,1539.0
BUK5_20161101_002104a.wav,1542.0,1543.0
BUK5_20161101_002104a.wav,1543.5,1544.0
BUK5_20161101_002104a.wav,1545.5,1547.0
BUK5_20161101_002104a.wav,1547.5,1549.0
BUK5_20161101_002104a.wav,1549.5,1551.0
BUK5_20161101_002104a.wav,1551.5,1552.0
BUK5_20161101_002104a.wav,1554.0,1555.5
BUK5_20161101_002104a.wav,1556.5,1557.0
BUK5_20161101_002104a.wav,1558.0,1558.5
BUK5_20161101_002104a.wav,1559.0,1560.5
BUK5_20161101_002104a.wav,1561.0,1562.0
BUK5_20161101_002104a.wav,1562.5,1563.0
BUK5_20161101_002104a.wav,1565.0,1566.0
BUK5_20161101_002104a.wav,1566.5,1567.0
BUK5_20161101_002104a.wav,1567.5,1568.0
BUK5_20161101_002104a.wav,1569.5,1570.0
BUK5_20161101_002104a.wav,1573.5,1574.5
BUK5_20161101_002104a.wav,1578.0,1579.5
BUK5_20161101_002104a.wav,1583.0,1584.5
BUK5_20161101_002104a.wav,1586.5,1587.0
BUK5_20161101_002104a.wav,1587.5,1588.5
BUK5_20161101_002104a.wav,1589.5,1590.0
BUK5_20161101_002104a.wav,1590.5,1591.5
BUK5_20161101_002104a.wav,1592.5,1593.5
BUK5_20161101_002104a.wav,1594.0,1596.5
BUK5_20161101_002104a.wav,1597.0,1597.5
BUK5_20161101_002104a.wav,1598.5,1599.5
BUK5_20161101_002104a.wav,1600.0,1600.5
BUK5_20161101_002104a.wav,1601.0,1603.0
BUK5_20161101_002104a.wav,1603.5,1604.0
BUK5_20161101_002104a.wav,1606.0,1606.5
BUK5_20161101_002104a.wav,1607.0,1607.5
BUK5_20161101_002104a.wav,1609.5,1610.0
BUK5_20161101_002104a.wav,1612.0,1613.5
BUK5_20161101_002104a.wav,1615.0,1615.5
BUK5_20161101_002104a.wav,1616.0,1616.5
BUK5_20161101_002104a.wav,1617.0,1617.5
BUK5_20161101_002104a.wav,1618.0,1619.5
BUK5_20161101_002104a.wav,1620.5,1621.0
BUK5_20161101_002104a.wav,1622.0,1623.0
BUK5_20161101_002104a.wav,1624.0,1624.5
BUK5_20161101_002104a.wav,1625.0,1626.5
BUK5_20161101_002104a.wav,1627.5,1628.0
BUK5_20161101_002104a.wav,1628.5,1629.5
BUK5_20161101_002104a.wav,1630.0,1630.5
BUK5_20161101_002104a.wav,1631.0,1631.5
BUK5_20161101_002104a.wav,1633.0,1633.5
BUK5_20161101_002104a.wav,1636.5,1637.5
BUK5_20161101_002104a.wav,1638.5,1639.0
BUK5_20161101_002104a.wav,1639.5,1640.5
BUK5_20161101_002104a.wav,1642.5,1643.5
BUK5_20161101_002104a.wav,1644.0,1644.5
BUK5_20161101_002104a.wav,1647.0,1649.5
BUK5_20161101_002104a.wav,1650.0,1651.5
BUK5_20161101_002104a.wav,1653.5,1655.0
BUK5_20161101_002104a.wav,1655.5,1656.0
BUK5_20161101_002104a.wav,1659.0,1660.0
BUK5_20161101_002104a.wav,1660.5,1661.0
BUK5_20161101_002104a.wav,1662.5,1663.0
BUK5_20161101_002104a.wav,1664.0,1664.5
BUK5_20161101_002104a.wav,1667.0,1667.5
BUK5_20161101_002104a.wav,1669.0,1669.5
BUK5_20161101_002104a.wav,1670.0,1671.5
BUK5_20161101_002104a.wav,1672.5,1673.5
BUK5_20161101_002104a.wav,1676.0,1677.0
BUK5_20161101_002104a.wav,1679.5,1681.0
BUK5_20161101_002104a.wav,1683.0,1684.0
BUK5_20161101_002104a.wav,1684.5,1685.0
BUK5_20161101_002104a.wav,1685.5,1687.0
BUK5_20161101_002104a.wav,1687.5,1688.5
BUK5_20161101_002104a.wav,1689.5,1690.5
BUK5_20161101_002104a.wav,1691.0,1691.5
BUK5_20161101_002104a.wav,1692.0,1692.5
BUK5_20161101_002104a.wav,1693.5,1695.5
BUK5_20161101_002104a.wav,1699.0,1700.5
BUK5_20161101_002104a.wav,1702.0,1702.5
BUK5_20161101_002104a.wav,1704.5,1706.5
BUK5_20161101_002104a.wav,1708.0,1708.5
BUK5_20161101_002104a.wav,1709.5,1710.0
BUK5_20161101_002104a.wav,1711.5,1712.0
BUK5_20161101_002104a.wav,1713.0,1713.5
BUK5_20161101_002104a.wav,1714.0,1717.0
BUK5_20161101_002104a.wav,1718.0,1721.5
BUK5_20161101_002104a.wav,1722.0,1724.0
BUK5_20161101_002104a.wav,1725.0,1726.0
BUK5_20161101_002104a.wav,1726.5,1727.0
BUK5_20161101_002104a.wav,1728.0,1728.5
BUK5_20161101_002104a.wav,1729.0,1729.5
BUK5_20161101_002104a.wav,1730.5,1731.0
BUK5_20161101_002104a.wav,1733.0,1733.5
BUK5_20161101_002104a.wav,1734.0,1734.5
BUK5_20161101_002104a.wav,1736.5,1737.0
BUK5_20161101_002104a.wav,1738.5,1739.0
BUK5_20161101_002104a.wav,1739.5,1740.0
BUK5_20161101_002104a.wav,1740.5,1741.0
BUK5_20161101_002104a.wav,1741.5,1742.0
BUK5_20161101_002104a.wav,1744.5,1745.0
BUK5_20161101_002104a.wav,1745.5,1746.0
BUK5_20161101_002104a.wav,1747.0,1748.5
BUK5_20161101_002104a.wav,1751.0,1752.5
BUK5_20161101_002104a.wav,1755.0,1756.0
BUK5_20161101_002104a.wav,1758.0,1758.5
BUK5_20161101_002104a.wav,1759.0,1759.5
BUK5_20161101_002104a.wav,1760.5,1761.0
BUK5_20161101_002104a.wav,1761.5,1762.5
BUK5_20161101_002104a.wav,1763.0,1765.0
BUK5_20161101_002104a.wav,1765.5,1766.0
BUK5_20161101_002104a.wav,1766.5,1767.0
BUK5_20161101_002104a.wav,1769.5,1770.5
BUK5_20161101_002104a.wav,1771.5,1772.0
BUK5_20161101_002104a.wav,1772.5,1776.0
BUK5_20161101_002104a.wav,1776.5,1779.0
BUK5_20161101_002104a.wav,1780.0,1781.5
BUK5_20161101_002104a.wav,1782.0,1782.5
BUK5_20161101_002104a.wav,1783.0,1784.5
BUK5_20161101_002104a.wav,1788.5,1789.0
BUK5_20161101_002104a.wav,1789.5,1790.5
BUK5_20161101_002104a.wav,1791.0,1791.5
BUK5_20161101_002104a.wav,1792.0,1795.0
BUK5_20161101_002104a.wav,1795.5,1796.5
BUK5_20161101_002104a.wav,1797.5,1799.5
BUK1_20181011_001004.wav,3.5,4.5
BUK1_20181011_001004.wav,5.5,7.0
BUK1_20181011_001004.wav,7.5,8.0
BUK1_20181011_001004.wav,9.0,9.5
BUK1_20181011_001004.wav,11.0,12.5
BUK1_20181011_001004.wav,13.0,13.5
BUK1_20181011_001004.wav,14.0,15.0
BUK1_20181011_001004.wav,16.5,17.5
BUK1_20181011_001004.wav,18.0,18.5
BUK1_20181011_001004.wav,20.5,21.5
BUK1_20181011_001004.wav,23.0,26.0
BUK1_20181011_001004.wav,27.0,28.5
BUK1_20181011_001004.wav,29.0,30.5
BUK1_20181011_001004.wav,31.5,32.5
BUK1_20181011_001004.wav,33.5,35.0
BUK1_20181011_001004.wav,39.5,41.5
BUK1_20181011_001004.wav,42.0,43.0
BUK1_20181011_001004.wav,44.5,45.0
BUK1_20181011_001004.wav,45.5,46.0
BUK1_20181011_001004.wav,47.0,47.5
BUK1_20181011_001004.wav,48.5,49.0
BUK1_20181011_001004.wav,51.0,51.5
BUK1_20181011_001004.wav,52.0,52.5
BUK1_20181011_001004.wav,54.0,54.5
BUK1_20181011_001004.wav,59.0,59.5
BUK1_20181011_001004.wav,63.0,63.5
BUK1_20181011_001004.wav,64.0,64.5
BUK1_20181011_001004.wav,65.0,66.0
BUK1_20181011_001004.wav,66.5,67.0
BUK1_20181011_001004.wav,68.0,71.5
BUK1_20181011_001004.wav,72.0,72.5
BUK1_20181011_001004.wav,73.0,73.5
BUK1_20181011_001004.wav,76.0,77.0
BUK1_20181011_001004.wav,77.5,79.5
BUK1_20181011_001004.wav,80.0,80.5
BUK1_20181011_001004.wav,81.0,81.5
BUK1_20181011_001004.wav,84.0,85.5
BUK1_20181011_001004.wav,86.0,87.0
BUK1_20181011_001004.wav,87.5,89.0
BUK1_20181011_001004.wav,91.0,91.5
BUK1_20181011_001004.wav,92.0,93.5
BUK1_20181011_001004.wav,94.5,95.5
BUK1_20181011_001004.wav,96.0,97.0
BUK1_20181011_001004.wav,97.5,98.0
BUK1_20181011_001004.wav,98.5,99.5
BUK1_20181011_001004.wav,100.0,102.5
BUK1_20181011_001004.wav,103.0,103.5
BUK1_20181011_001004.wav,104.5,106.0
BUK1_20181011_001004.wav,107.5,108.0
BUK1_20181011_001004.wav,110.0,111.0
BUK1_20181011_001004.wav,112.5,113.0
BUK1_20181011_001004.wav,113.5,114.0
BUK1_20181011_001004.wav,114.5,117.0
BUK1_20181011_001004.wav,118.0,118.5
BUK1_20181011_001004.wav,119.0,120.0
BUK1_20181011_001004.wav,121.5,122.0
BUK1_20181011_001004.wav,123.5,124.5
BUK1_20181011_001004.wav,125.0,125.5
BUK1_20181011_001004.wav,126.5,127.0
BUK1_20181011_001004.wav,129.5,130.5
BUK1_20181011_001004.wav,131.0,132.0
BUK1_20181011_001004.wav,133.5,134.5
BUK1_20181011_001004.wav,135.5,137.0
BUK1_20181011_001004.wav,137.5,138.0
BUK1_20181011_001004.wav,139.0,139.5
BUK1_20181011_001004.wav,140.0,141.0
BUK1_20181011_001004.wav,143.0,143.5
BUK1_20181011_001004.wav,144.0,145.5
BUK1_20181011_001004.wav,147.0,147.5
BUK1_20181011_001004.wav,149.0,150.0
BUK1_20181011_001004.wav,150.5,151.0
BUK1_20181011_001004.wav,152.0,152.5
BUK1_20181011_001004.wav,153.5,154.5
BUK1_20181011_001004.wav,155.5,157.0
BUK1_20181011_001004.wav,157.5,159.0
BUK1_20181011_001004.wav,160.0,160.5
BUK1_20181011_001004.wav,161.0,162.5
BUK1_20181011_001004.wav,163.0,164.0
BUK1_20181011_001004.wav,164.5,167.0
BUK1_20181011_001004.wav,167.5,171.0
BUK1_20181011_001004.wav,172.0,174.0
BUK1_20181011_001004.wav,175.5,176.0
BUK1_20181011_001004.wav,176.5,178.5
BUK1_20181011_001004.wav,179.0,179.5
BUK1_20181011_001004.wav,181.0,182.5
BUK1_20181011_001004.wav,185.0,187.5
BUK1_20181011_001004.wav,191.0,192.5
BUK1_20181011_001004.wav,194.5,195.0
BUK1_20181011_001004.wav,195.5,197.5
BUK1_20181011_001004.wav,198.0,199.0
BUK1_20181011_001004.wav,199.5,201.0
BUK1_20181011_001004.wav,202.5,203.0
BUK1_20181011_001004.wav,204.0,205.0
BUK1_20181011_001004.wav,205.5,207.0
BUK1_20181011_001004.wav,208.5,209.0
BUK1_20181011_001004.wav,210.0,211.0
BUK1_20181011_001004.wav,212.5,215.0
BUK1_20181011_001004.wav,216.5,217.0
BUK1_20181011_001004.wav,217.5,219.0
BUK1_20181011_001004.wav,221.5,222.5
BUK1_20181011_001004.wav,223.0,224.0
BUK1_20181011_001004.wav,226.5,227.0
BUK1_20181011_001004.wav,228.5,231.0
BUK1_20181011_001004.wav,233.5,234.0
BUK1_20181011_001004.wav,234.5,235.0
BUK1_20181011_001004.wav,236.0,236.5
BUK1_20181011_001004.wav,237.0,237.5
BUK1_20181011_001004.wav,239.0,240.0
BUK1_20181011_001004.wav,241.0,242.5
BUK1_20181011_001004.wav,248.0,251.0
BUK1_20181011_001004.wav,253.5,255.0
BUK1_20181011_001004.wav,256.5,257.0
BUK1_20181011_001004.wav,257.5,260.0
BUK1_20181011_001004.wav,261.5,262.0
BUK1_20181011_001004.wav,263.0,268.0
BUK1_20181011_001004.wav,268.5,269.0
BUK1_20181011_001004.wav,270.5,271.5
BUK1_20181011_001004.wav,272.0,274.0
BUK1_20181011_001004.wav,275.5,277.5
BUK1_20181011_001004.wav,279.5,280.0
BUK1_20181011_001004.wav,281.0,282.0
BUK1_20181011_001004.wav,284.0,286.0
BUK1_20181011_001004.wav,290.0,291.0
BUK1_20181011_001004.wav,291.5,293.5
BUK1_20181011_001004.wav,295.0,295.5
BUK1_20181011_001004.wav,296.5,297.0
BUK1_20181011_001004.wav,302.0,302.5
BUK1_20181011_001004.wav,304.0,304.5
BUK1_20181011_001004.wav,308.0,308.5
BUK1_20181011_001004.wav,309.0,310.0
BUK1_20181011_001004.wav,311.0,311.5
BUK1_20181011_001004.wav,312.0,314.0
BUK1_20181011_001004.wav,316.0,316.5
BUK1_20181011_001004.wav,317.5,318.5
BUK1_20181011_001004.wav,321.0,321.5
BUK1_20181011_001004.wav,323.0,324.0
BUK1_20181011_001004.wav,325.5,326.5
BUK1_20181011_001004.wav,327.0,328.0
BUK1_20181011_001004.wav,329.0,330.0
BUK1_20181011_001004.wav,330.5,331.0
BUK1_20181011_001004.wav,333.0,333.5
BUK1_20181011_001004.wav,334.0,334.5
BUK1_20181011_001004.wav,335.0,336.0
BUK1_20181011_001004.wav,336.5,337.0
BUK1_20181011_001004.wav,342.5,345.5
BUK1_20181011_001004.wav,346.0,346.5
BUK1_20181011_001004.wav,348.0,348.5
BUK1_20181011_001004.wav,349.0,352.0
BUK1_20181011_001004.wav,352.5,357.5
BUK1_20181011_001004.wav,358.5,359.0
BUK1_20181011_001004.wav,359.5,360.5
BUK1_20181011_001004.wav,361.0,363.0
BUK1_20181011_001004.wav,364.0,364.5
BUK1_20181011_001004.wav,365.0,366.5
BUK1_20181011_001004.wav,367.5,369.5
BUK1_20181011_001004.wav,370.0,372.5
BUK1_20181011_001004.wav,374.0,374.5
BUK1_20181011_001004.wav,375.5,376.5
BUK1_20181011_001004.wav,377.0,377.5
BUK1_20181011_001004.wav,378.0,378.5
BUK1_20181011_001004.wav,379.5,380.5
BUK1_20181011_001004.wav,381.0,381.5
BUK1_20181011_001004.wav,383.0,384.0
BUK1_20181011_001004.wav,384.5,386.0
BUK1_20181011_001004.wav,388.5,390.0
BUK1_20181011_001004.wav,391.0,391.5
BUK1_20181011_001004.wav,392.0,392.5
BUK1_20181011_001004.wav,394.0,394.5
BUK1_20181011_001004.wav,396.5,397.0
BUK1_20181011_001004.wav,398.0,398.5
BUK1_20181011_001004.wav,400.0,401.0
BUK1_20181011_001004.wav,401.5,402.5
BUK1_20181011_001004.wav,404.0,405.0
BUK1_20181011_001004.wav,409.0,410.5
BUK1_20181011_001004.wav,413.5,414.5
BUK1_20181011_001004.wav,416.5,417.5
BUK1_20181011_001004.wav,418.5,419.5
BUK1_20181011_001004.wav,420.0,420.5
BUK1_20181011_001004.wav,422.5,423.5
BUK1_20181011_001004.wav,425.0,425.5
BUK1_20181011_001004.wav,426.5,428.0
BUK1_20181011_001004.wav,430.0,430.5
BUK1_20181011_001004.wav,431.0,432.5
BUK1_20181011_001004.wav,435.0,435.5
BUK1_20181011_001004.wav,436.5,437.0
BUK1_20181011_001004.wav,437.5,438.5
BUK1_20181011_001004.wav,439.5,440.0
BUK1_20181011_001004.wav,442.5,443.5
BUK1_20181011_001004.wav,446.5,447.5
BUK1_20181011_001004.wav,448.0,448.5
BUK1_20181011_001004.wav,449.0,449.5
BUK1_20181011_001004.wav,451.0,451.5
BUK1_20181011_001004.wav,454.0,454.5
BUK1_20181011_001004.wav,455.0,456.0
BUK1_20181011_001004.wav,456.5,457.0
BUK1_20181011_001004.wav,458.0,459.5
BUK1_20181011_001004.wav,460.5,462.5
BUK1_20181011_001004.wav,464.0,464.5
BUK1_20181011_001004.wav,465.5,466.5
BUK1_20181011_001004.wav,471.5,472.0
BUK1_20181011_001004.wav,472.5,473.0
BUK1_20181011_001004.wav,474.5,475.5
BUK1_20181011_001004.wav,479.0,481.0
BUK1_20181011_001004.wav,483.5,484.5
BUK1_20181011_001004.wav,485.0,486.0
BUK1_20181011_001004.wav,486.5,487.5
BUK1_20181011_001004.wav,488.0,489.0
BUK1_20181011_001004.wav,489.5,491.0
BUK1_20181011_001004.wav,492.5,494.5
BUK1_20181011_001004.wav,495.0,496.0
BUK1_20181011_001004.wav,499.0,499.5
BUK1_20181011_001004.wav,500.0,500.5
BUK1_20181011_001004.wav,501.5,502.0
BUK1_20181011_001004.wav,503.5,504.0
BUK1_20181011_001004.wav,505.0,508.0
BUK1_20181011_001004.wav,508.5,509.0
BUK1_20181011_001004.wav,509.5,510.0
BUK1_20181011_001004.wav,513.0,514.5
BUK1_20181011_001004.wav,516.0,517.0
BUK1_20181011_001004.wav,518.5,519.0
BUK1_20181011_001004.wav,522.0,522.5
BUK1_20181011_001004.wav,523.0,525.5
BUK1_20181011_001004.wav,527.5,528.0
BUK1_20181011_001004.wav,529.0,529.5
BUK1_20181011_001004.wav,531.0,532.5
BUK1_20181011_001004.wav,534.0,534.5
BUK1_20181011_001004.wav,537.0,538.5
BUK1_20181011_001004.wav,541.0,542.0
BUK1_20181011_001004.wav,542.5,543.0
BUK1_20181011_001004.wav,545.0,546.0
BUK1_20181011_001004.wav,546.5,547.0
BUK1_20181011_001004.wav,548.0,548.5
BUK1_20181011_001004.wav,550.5,553.0
BUK1_20181011_001004.wav,556.0,556.5
BUK1_20181011_001004.wav,557.0,557.5
BUK1_20181011_001004.wav,558.0,558.5
BUK1_20181011_001004.wav,561.0,561.5
BUK1_20181011_001004.wav,564.5,566.0
BUK1_20181011_001004.wav,568.0,568.5
BUK1_20181011_001004.wav,569.0,569.5
BUK1_20181011_001004.wav,571.0,572.0
BUK1_20181011_001004.wav,572.5,573.0
BUK1_20181011_001004.wav,574.5,575.0
BUK1_20181011_001004.wav,575.5,579.5
BUK1_20181011_001004.wav,581.5,582.0
BUK1_20181011_001004.wav,582.5,583.0
BUK1_20181011_001004.wav,583.5,584.0
BUK1_20181011_001004.wav,585.0,585.5
BUK1_20181011_001004.wav,586.0,586.5
BUK1_20181011_001004.wav,588.5,589.5
BUK1_20181011_001004.wav,590.5,591.0
BUK1_20181011_001004.wav,592.5,593.5
BUK1_20181011_001004.wav,595.0,597.5
BUK1_20181011_001004.wav,598.0,598.5
BUK1_20181011_001004.wav,599.0,601.0
BUK1_20181011_001004.wav,604.0,605.5
BUK1_20181011_001004.wav,606.0,607.0
BUK1_20181011_001004.wav,607.5,608.5
BUK1_20181011_001004.wav,611.5,612.0
BUK1_20181011_001004.wav,613.0,613.5
BUK1_20181011_001004.wav,614.0,615.0
BUK1_20181011_001004.wav,615.5,618.5
BUK1_20181011_001004.wav,619.0,619.5
BUK1_20181011_001004.wav,620.0,620.5
BUK1_20181011_001004.wav,622.0,622.5
BUK1_20181011_001004.wav,625.0,627.5
BUK1_20181011_001004.wav,629.0,630.5
BUK1_20181011_001004.wav,631.0,631.5
BUK1_20181011_001004.wav,633.0,635.0
BUK1_20181011_001004.wav,636.5,638.0
BUK1_20181011_001004.wav,641.0,641.5
BUK1_20181011_001004.wav,642.0,642.5
BUK1_20181011_001004.wav,643.5,645.0
BUK1_20181011_001004.wav,646.0,646.5
BUK1_20181011_001004.wav,647.0,647.5
BUK1_20181011_001004.wav,648.0,648.5
BUK1_20181011_001004.wav,650.5,651.0
BUK1_20181011_001004.wav,653.5,655.0
BUK1_20181011_001004.wav,657.5,659.0
BUK1_20181011_001004.wav,659.5,661.0
BUK1_20181011_001004.wav,662.5,663.5
BUK1_20181011_001004.wav,665.0,665.5
BUK1_20181011_001004.wav,666.0,666.5
BUK1_20181011_001004.wav,667.0,667.5
BUK1_20181011_001004.wav,668.5,669.0
BUK1_20181011_001004.wav,670.0,671.0
BUK1_20181011_001004.wav,673.0,675.5
BUK1_20181011_001004.wav,677.0,679.5
BUK1_20181011_001004.wav,681.0,682.0
BUK1_20181011_001004.wav,682.5,683.5
BUK1_20181011_001004.wav,684.0,684.5
BUK1_20181011_001004.wav,685.5,688.5
BUK1_20181011_001004.wav,689.0,690.5
BUK1_20181011_001004.wav,692.0,692.5
BUK1_20181011_001004.wav,693.5,698.0
BUK1_20181011_001004.wav,699.5,701.5
BUK1_20181011_001004.wav,702.0,703.0
BUK1_20181011_001004.wav,703.5,704.0
BUK1_20181011_001004.wav,704.5,706.5
BUK1_20181011_001004.wav,707.0,708.0
BUK1_20181011_001004.wav,708.5,709.0
BUK1_20181011_001004.wav,709.5,710.0
BUK1_20181011_001004.wav,710.5,711.0
BUK1_20181011_001004.wav,713.0,714.0
BUK1_20181011_001004.wav,715.5,716.5
BUK1_20181011_001004.wav,717.0,717.5
BUK1_20181011_001004.wav,718.0,719.0
BUK1_20181011_001004.wav,723.5,724.0
BUK1_20181011_001004.wav,726.0,727.0
BUK1_20181011_001004.wav,727.5,728.0
BUK1_20181011_001004.wav,731.5,733.0
BUK1_20181011_001004.wav,733.5,736.0
BUK1_20181011_001004.wav,736.5,737.0
BUK1_20181011_001004.wav,739.0,743.5
BUK1_20181011_001004.wav,747.0,748.5
BUK1_20181011_001004.wav,749.0,750.0
BUK1_20181011_001004.wav,750.5,752.0
BUK1_20181011_001004.wav,752.5,753.0
BUK1_20181011_001004.wav,754.5,757.0
BUK1_20181011_001004.wav,759.5,760.5
BUK1_20181011_001004.wav,762.5,763.0
BUK1_20181011_001004.wav,764.0,764.5
BUK1_20181011_001004.wav,766.0,768.0
BUK1_20181011_001004.wav,768.5,769.0
BUK1_20181011_001004.wav,772.0,772.5
BUK1_20181011_001004.wav,775.0,775.5
BUK1_20181011_001004.wav,777.0,777.5
BUK1_20181011_001004.wav,778.5,780.5
BUK1_20181011_001004.wav,782.0,784.0
BUK1_20181011_001004.wav,786.0,787.0
BUK1_20181011_001004.wav,788.0,789.0
BUK1_20181011_001004.wav,790.5,791.0
BUK1_20181011_001004.wav,794.0,795.5
BUK1_20181011_001004.wav,796.0,796.5
BUK1_20181011_001004.wav,797.0,797.5
BUK1_20181011_001004.wav,798.0,799.5
BUK1_20181011_001004.wav,800.5,802.0
BUK1_20181011_001004.wav,802.5,803.5
BUK1_20181011_001004.wav,804.5,807.5
BUK1_20181011_001004.wav,808.5,809.0
BUK1_20181011_001004.wav,810.0,810.5
BUK1_20181011_001004.wav,813.0,813.5
BUK1_20181011_001004.wav,814.0,816.0
BUK1_20181011_001004.wav,817.0,818.0
BUK1_20181011_001004.wav,818.5,819.0
BUK1_20181011_001004.wav,819.5,820.0
BUK1_20181011_001004.wav,820.5,821.0
BUK1_20181011_001004.wav,823.0,824.5
BUK1_20181011_001004.wav,826.0,826.5
BUK1_20181011_001004.wav,827.0,827.5
BUK1_20181011_001004.wav,829.5,830.5
BUK1_20181011_001004.wav,831.0,832.0
BUK1_20181011_001004.wav,834.0,834.5
BUK1_20181011_001004.wav,837.5,839.0
BUK1_20181011_001004.wav,841.0,841.5
BUK1_20181011_001004.wav,843.5,844.0
BUK1_20181011_001004.wav,845.5,846.5
BUK1_20181011_001004.wav,848.5,849.0
BUK1_20181011_001004.wav,849.5,850.0
BUK1_20181011_001004.wav,850.5,851.5
BUK1_20181011_001004.wav,852.0,852.5
BUK1_20181011_001004.wav,853.0,853.5
BUK1_20181011_001004.wav,854.0,854.5
BUK1_20181011_001004.wav,855.0,855.5
BUK1_20181011_001004.wav,856.0,857.0
BUK1_20181011_001004.wav,857.5,858.0
BUK1_20181011_001004.wav,859.0,859.5
BUK1_20181011_001004.wav,860.5,861.0
BUK1_20181011_001004.wav,862.0,863.5
